Title,Date,URL,Preview
Best on Quest 3: Devs Making the Most of Our Most Powerful Headset Yet,10-12-2023,/t5/Announcements/Best-on-Quest-3-Devs-Making-the-Most-of-Our-Most-Powerful/ba-p/1091534,"What do Red Matter 2, Espire 2, and The Walking Dead: Saints &amp; Sinners
have in common? They’re all part of our Best on Quest 3 program! We
interviewed the devs behind these newly upgraded titles to ge..."
Meta Quest 3: All the Games + Apps to Explore on Day One,10-12-2023,/t5/Announcements/Meta-Quest-3-All-the-Games-Apps-to-Explore-on-Day-One/ba-p/1091528,"Looking for games and updates to enjoy on Meta Quest 3? Look no further!
We’ve got you covered with our overview of the Quest 3 launch slate."
Shake Your Maracas in SEGA’s ‘Samba de Amigo: Virtual Party’,10-12-2023,/t5/Announcements/Shake-Your-Maracas-in-SEGA-s-Samba-de-Amigo-Virtual-Party/ba-p/1091511,"SEGA’s Samba de Amigo franchise has been entertaining people with its
vibrant blend of rhythm, action, and frantic fun since it first hit
arcades in December 1999. And today, it enters a new area with..."
PTC v59 Release Thread,10-11-2023,/t5/Announcements/PTC-v59-Release-Thread/ba-p/1090798,"Thanks everyone for all your feedback on our previous builds, several
bugs were identified in PTC v57 and the solutions for some have shipped,
while others are on the way! The Public Test Channel (PTC..."
Meta Monthly: September Recap,10-06-2023,/t5/Announcements/Meta-Monthly-September-Recap/ba-p/1088959,"The month of September was excitement all around for Meta’s Connect 2023
as well as a lot of other events sprinkled throughout the month. Read on
to see some of the highlights from not only the Connec..."
A Boundless Adventure: Co-Op RPG ‘Dungeons of Eternity’ is Out Today on Meta Quest 2 + Pro,10-05-2023,/t5/Announcements/A-Boundless-Adventure-Co-Op-RPG-Dungeons-of-Eternity-is-Out/ba-p/1088715,"Dungeons of Eternity is more than just a cool name for an action
RPG—it’s also a very succinct description of the game itself. It uses
procedural generation to assemble a new dungeon every time you pl..."
Encore: ‘Beat Saber’ Launches New Linkin Park x Mike Shinoda Music Pack,10-05-2023,/t5/Announcements/Encore-Beat-Saber-Launches-New-Linkin-Park-x-Mike-Shinoda-Music/ba-p/1088674,"Today, we’re thrilled to announce and launch Beat Saber’s Linkin Park x
Mike Shinoda Music Pack, featuring a new unreleased song from
singer/songwriter, producer, and Linkin Park co-founder Mike Shino..."
Developer Diary: Mortal Heroes & Warrior Followers in ‘Asgard’s Wrath 2’,10-05-2023,/t5/Announcements/Developer-Diary-Mortal-Heroes-amp-Warrior-Followers-in-Asgard-s/ba-p/1088670,"Go behind the scenes of Asgard’s Wrath 2 with Oculus Studios Senior
Producer Mari Kyle. In today’s Dev Diary, she gives us a deep dive on
the Mortal Heroes and Animal Warrior Followers that flesh out ..."
Quest 3 & Connect talks with our MVPs and the Meta team - Top 5 FAQs,10-04-2023,/t5/Announcements/Quest-3-amp-Connect-talks-with-our-MVPs-and-the-Meta-team-Top-5/ba-p/1088564,"Last week we held various events around Connect with our MVPs, one of
which was our weekly Walkabout Mini Golf game. This time, since it was
the Friday (or Saturday for some) of Connect week, we cente..."
Meta Quest build v50 release notes,02-24-2023,/t5/Announcements/Meta-Quest-build-v50-release-notes/ba-p/1031710,"These features and enhancements will become available starting the week
of February 21, 2023 and will be pushed to Meta Quest Pro, Meta Quest 2
and Meta Quest headsets. Changes for Quest 1 As we look ..."
PTC v50 Release Megathread,02-10-2023,/t5/Announcements/PTC-v50-Release-Megathread/ba-p/1028501,"The Public Test Channel (PTC) for Quest and Quest 2 v50 is starting to
roll out. Meta Quest Pro is not included in the PTC at this time. Let's
use this thread for collecting feedback on it. Share your..."
Meta Quest build 49.0 release notes,01-24-2023,/t5/Announcements/Meta-Quest-build-49-0-release-notes/ba-p/1023664,"These features and enhancements will become available starting the week
of January 19th, 2023 and will be pushed to Meta Quest Pro, Meta Quest 2
and Meta Quest headsets. Explore new Home environments ..."
PTC v49 Release Megathread,01-17-2023,/t5/Announcements/PTC-v49-Release-Megathread/ba-p/1021877,"The Public Test Channel (PTC) for Quest and Quest 2 v49 is starting to
roll out. Meta Quest Pro is not included in the PTC at this time. Let's
use this thread for collecting feedback on it. Share your..."
Meta Quest Build v47 Release Notes,12-05-2022,/t5/Announcements/Meta-Quest-Build-v47-Release-Notes/ba-p/1004145,"These features and enhancements will become available starting the week
of November 28th, 2022 and will be pushed to Meta Quest Pro, Meta Quest
2 and Meta Quest headsets. Background Audio Playback (Me..."
PTC for Quest v.47 Megathread,11-16-2022,/t5/Announcements/PTC-for-Quest-v-47-Megathread/ba-p/998453,"The Public Test Channel (PTC) for Quest and Quest 2 v47 is starting to
roll out. Meta Quest Pro is not included in the PTC at this time. Let's
use this thread for collecting feedback on it. Share your..."
Connect 2022 VR Announcements - Meta Quest Pro,10-11-2022,/t5/Announcements/Connect-2022-VR-Announcements-Meta-Quest-Pro/ba-p/991654,"Lots of exciting news in today’s Connect 2022 keynote. We've wrapped up
the biggest VR topics into an article on our blog. See the VR News at
Meta Connect 2022 for a quick summary. We've been sharing ..."
Watching Meta Connect 2022,10-11-2022,/t5/Announcements/Watching-Meta-Connect-2022/ba-p/991582,"What is Meta Connect and how do I watch it? Meta Connect is our annual
conference for developers, creators, tech enthusiasts and others who
want to hear about our latest efforts to build the future of..."
Meta Quest build v46 release notes,10-07-2022,/t5/Announcements/Meta-Quest-build-v46-release-notes/ba-p/990948,"These features and enhancements will become available starting the week
of October 6th, 2022 and will be pushed to Meta Quest and Meta Quest 2
headsets. Privacy settings We’ve redesigned, revamped and..."
October 2022: Community Forums Changes Announcement,10-07-2022,/t5/Announcements/October-2022-Community-Forums-Changes-Announcement/ba-p/990934,"Hey Everyone! As you may have noticed, we’ve done some updating to the
site, which means we’ve moved a few things around. To note, here are the
main updates to know about:- All Support related topics ..."
For Our Meta Quest Developers,10-07-2022,/t5/Announcements/For-Our-Meta-Quest-Developers/ba-p/990933,"Developers are crucial to the success of our products. I repeat,
CRUCIAL! Seriously, what would our hardware be without the awesome
things you have already or are in the works of creating? Which means..."
Submitting Your Ideas or Change Requests,10-07-2022,/t5/Announcements/Submitting-Your-Ideas-or-Change-Requests/ba-p/990932,"If you think you have a great idea for a new Meta product feature or a
change that you'd like to see with an existing Meta product item, you
can leave your feedback on our Ideas board! The how-tos to ..."
FAQs on Meta Quest Software Updates,10-07-2022,/t5/Announcements/FAQs-on-Meta-Quest-Software-Updates/ba-p/990925,"We receive a number of questions about how and when Quest software
updates will roll out to users. While all the information on that is a
bit long to include in this post, we've assembled a list of Fr..."
Forum Rules,10-07-2022,/t5/Announcements/Forum-Rules/ba-p/990924,"A full list of our forum rules here:Be Respectful - Every member should
feel welcome, no matter who they are or where they come from. Please
maintain a respectful tone at all times when posting in the..."
Our Community Guidelines,10-07-2022,/t5/Announcements/Our-Community-Guidelines/ba-p/990920,"(Updated as of: October 2022) We are doing some revamping around the
site, so we thought we should do some updating to our Community
Guidelines too.The first and foremost rule to any game is HAVE FUN...."
Welcome to the Meta VR Community!,10-07-2022,/t5/Announcements/Welcome-to-the-Meta-VR-Community/ba-p/990917,"We are so happy to have you here! This is the official place to help you
take your Meta Quest gaming to the next level and join a community of
Quest users from around the world! Do you have questions?..."
Meta Quest build v44  release notes,09-22-2022,/t5/Announcements/Meta-Quest-build-v44-release-notes/ba-p/987277,"These features and enhancements will become available starting the week
of September 15, 2022. Advanced Creator Settings We want to empower
creators to capture and deliver high quality experiences to ..."
Quest PTC v44 Release Megathread,08-31-2022,/t5/Announcements/Quest-PTC-v44-Release-Megathread/ba-p/982186,"The Public Test Channel (PTC) for Quest and Quest 2 v44 is starting to
roll out. Let's use this thread for collecting feedback on it. Share
your impressions and let us know if you see any issues. Plea..."
Horizon Workrooms is moving to Meta accounts,08-30-2022,/t5/Announcements/Horizon-Workrooms-is-moving-to-Meta-accounts/ba-p/981960,"Ahoy, everyone! We have some new information for our friends using
Horizon Workrooms! A lot of you have been transitioning over to Meta
Accounts recently, and as we've started to roll that migration t..."
Meta accounts are here,08-23-2022,/t5/Announcements/Meta-accounts-are-here/ba-p/980164,"Starting today, you’re no longer required to log into your Meta VR
devices using a Facebook account. Find out all about Meta accounts and
Meta Horizon profiles on our blog post. You can now set up a M..."
Meta Quest build v43 release notes,08-15-2022,/t5/Announcements/Meta-Quest-build-v43-release-notes/ba-p/978786,"These features and enhancements will become available starting the week
of August 8th, 2022. Meta Accounts We’ll begin rolling out a new Meta
account structure in August 2022 that gives people more fl..."
PTC v43 Release Megathread,07-21-2022,/t5/Announcements/PTC-v43-Release-Megathread/ba-p/974676,"The Public Test Channel (PTC) for Quest and Quest 2 v43 is starting to
roll out. Let's use this thread for collecting feedback on it. Share
your impressions and let us know if you see any issues. Plea..."
Meta Quest build v42 release notes,07-11-2022,/t5/Announcements/Meta-Quest-build-v42-release-notes/ba-p/972798,"These features and enhancements will become available starting the week
of July 11th, 2022. Move 2.0 We’ve been listening to your suggestions to
improve Move in order to make it easier to track your V..."
PTC v42 Release Megathread,07-08-2022,/t5/Announcements/PTC-v42-Release-Megathread/ba-p/972309,"The Public Test Channel (PTC) for Quest and Quest 2 v42 is starting to
roll out. Let's use this thread for collecting feedback on it. Share
your impressions and let us know if you see any issues. Plea..."
Introducing Meta Accounts: A New Login for VR,07-07-2022,/t5/Announcements/Introducing-Meta-Accounts-A-New-Login-for-VR/ba-p/972079,"Coming in August 2022, we’ll begin rolling out Meta accounts, a new way
for people to log into their VR headsets that doesn’t require a Facebook
account. Your Meta account is not a social media profil..."
Meta Quest build v41 release notes,06-14-2022,/t5/Announcements/Meta-Quest-build-v41-release-notes/ba-p/968302,"These features and enhancements will become available starting the week
of June 14th, 2022. Meta Horizon Home In this release we’re introducing
early access to Meta Horizon Home; your personal VR soci..."
PTC v41 Release Megathread,06-02-2022,/t5/Announcements/PTC-v41-Release-Megathread/ba-p/966379,"The Public Test Channel (PTC) for Quest and Quest 2 v41 is starting to
roll out. Let's use this thread for collecting feedback on it. Share
your impressions and let us know if you see any issues. Plea..."
Quest build v40 release notes,05-19-2022,/t5/Announcements/Quest-build-v40-release-notes/ba-p/964070,"These features and enhancements will start rolling out during the week
of May 16th, 2022. Tracked Keyboard Support We’ve added support for
additional tracked keyboards. We’ve also added the ability to..."
PTC v40 Release Megathread,05-02-2022,/t5/Announcements/PTC-v40-Release-Megathread/ba-p/961198,"The Public Test Channel (PTC) for Quest and Quest 2 v40 is starting to
roll out today. Let's use this thread for collecting feedback on it.
Share your impressions and let us know if you see any issues..."
Quest build v39 release notes,04-14-2022,/t5/Announcements/Quest-build-v39-release-notes/ba-p/957786,"These features and enhancements will be rolling out soon. Virtual
Workspace We’ve added a section to our settings page so you can
customize your virtual workspace to fit your needs. We’re also adding ..."
Become a Master Assassin in ‘Assassin’s Creed® Nexus VR’,11-16-2023,/t5/Announcements/Become-a-Master-Assassin-in-Assassin-s-Creed-Nexus-VR/ba-p/1104825,"Today’s the day: Assassin’s Creed® Nexus VR has arrived! Parkour,
combat, and stealth combine to deliver VR’s very first entry in the
Assassin’s Creed universe—complete with brand-new storylines. Chec..."
"Meta Horizon Worlds Kicks Off VR Concert Events with BLACKPINK, iHeartRadio, and Red Rocks Series",11-15-2023,/t5/Announcements/Meta-Horizon-Worlds-Kicks-Off-VR-Concert-Events-with-BLACKPINK/ba-p/1104550,"Festival season is fab, but what if you could have all the fun, feels,
and fits combined with a killer view—no road trips or airport security
lines required? Turns out, you 100% can, thanks to VR. Che..."
PTC v60 Release Thread,11-14-2023,/t5/Announcements/PTC-v60-Release-Thread/ba-p/1104019,"Thanks everyone for all your feedback on our previous builds, several
bugs were identified in PTC v59 and the solutions for some have shipped,
while others are on the way! The Public Test Channel (PTC..."
Meta Monthly: Spooky Season comes to a close!,11-10-2023,/t5/Announcements/Meta-Monthly-Spooky-Season-comes-to-a-close/ba-p/1102843,"As we head further into the “ber” months, October officially comes to a
close. Since it’s the month after Quest 3’s awaited launch, there has
been a lot happening in terms of game releases and through..."
Game Night Gets Competitive: ‘Demeo Battles’ Combines Turn-Based Strategy & Combat,11-09-2023,/t5/Announcements/Game-Night-Gets-Competitive-Demeo-Battles-Combines-Turn-Based/ba-p/1102319,"Today, the Demeo Action Role-Playing System evolves with the highly
anticipated launch of Demeo Battles. A turn-based strategy game in which
two teams face off in combat, Demeo Battles offers fast-pac..."
"‘Onward’ Releases Update 1.13, Including a New Map + Night Vision Goggle Updates",11-07-2023,/t5/Announcements/Onward-Releases-Update-1-13-Including-a-New-Map-Night-Vision/ba-p/1099588,"Whether you’re a seasoned virtual soldier or a relative newcomer to
Onward, there’s never been a better time to jump in the game. Today
marks the release of Update 1.13, which brings with it improveme..."
Meta Quest+ November 2023 Titles: ‘NFL PRO ERA’ & ‘Angry Birds VR: Isle of Pigs’,11-01-2023,/t5/Announcements/Meta-Quest-November-2023-Titles-NFL-PRO-ERA-amp-Angry-Birds-VR/ba-p/1099458,"November is here, which means new Meta Quest+ games! Click here to learn
more."
Meta Quest 3 Selected as One of Oprah’s Favorite Things 2023,11-01-2023,/t5/Announcements/Meta-Quest-3-Selected-as-One-of-Oprah-s-Favorite-Things-2023/ba-p/1099348,"The holiday season is upon us, which means gift guides galore—including
the annual Oprah’s Favorite Things holiday gift list. Meta Quest 2 made
the cut for two years running, and it seems third year’s..."
Sinking the Hook into Horror Games,10-31-2023,/t5/Announcements/Sinking-the-Hook-into-Horror-Games/ba-p/1099139,"Back in 2020, Director of Content Ecosystem Chris Pruett wrote about how
VR is the best platform for horror games, in part because it demands
absolute attention, and in part because VR is good at gett..."
Stereoscopic Scares: Celebrate Halloween in VR & MR with Meta Quest,10-31-2023,/t5/Announcements/Stereoscopic-Scares-Celebrate-Halloween-in-VR-amp-MR-with-Meta/ba-p/1098070,"We just posted a list of over three dozen ways to celebrate spooky
season in-headset this year. What are your favorite holiday haunts? Let
us know, and we might include them in next year’s list!"
Meta Quest build v59 release notes,10-30-2023,/t5/Announcements/Meta-Quest-build-v59-release-notes/ba-p/1098899,"These features and enhancements will become available starting the week
of October 24, 2023 and will be pushed to Meta Quest 3, Meta Quest Pro
and Meta Quest 2 headsets. Please note that you can find ..."
‘Beat Saber’ Launches The Rolling Stones Music Pack,10-30-2023,/t5/Announcements/Beat-Saber-Launches-The-Rolling-Stones-Music-Pack/ba-p/1098830,"The Rolling Stones just released Hackney Diamonds, their first studio
album of original material since 2005, and to celebrate, the band is
partnering with Beat Saber to bring The Rolling Stones Music ..."
Who You Gonna Call? ‘Ghostbusters: Rise of the Ghost Lord’ Now Available on Meta Quest,10-27-2023,/t5/Announcements/Who-You-Gonna-Call-Ghostbusters-Rise-of-the-Ghost-Lord-Now/ba-p/1098021,"Whether you saw the original films in theaters, grew up on the animated
series, or just recently jumped on the franchise with 2021’s Afterlife,
odds are that Ghostbusters holds a special place in your..."
Pre-Order ‘Arizona Sunshine 2 Deluxe Edition’ to Save 10% and Unlock Exclusive Cosmetics,10-27-2023,/t5/Announcements/Pre-Order-Arizona-Sunshine-2-Deluxe-Edition-to-Save-10-and/ba-p/1098018,"For a limited time, you can pre-order Arizona Sunshine 2 Deluxe Edition
to save 10% off the purchase price and unlock exclusive cosmetics: the
Biker Bark Vest, Ducky Charm, and Worker Watch. Click her..."
Nothing But Net: The NBA Returns to Xtadium & Meta Horizon Worlds with Immersive Games for 2023-24,10-25-2023,/t5/Announcements/Nothing-But-Net-The-NBA-Returns-to-Xtadium-amp-Meta-Horizon/ba-p/1097145,"Get ready to go courtside from the comfort of home. The NBA is back with
52 immersive games on Meta Quest. Visit the blog for details."
Supernatural Introduces Subscription Bundles with Meta Quest 2 + 3,10-24-2023,/t5/Announcements/Supernatural-Introduces-Subscription-Bundles-with-Meta-Quest-2-3/ba-p/1096589,"It’s easier than ever for people to get started on your own fitness
journey: Starting today, any new purchase of Meta Quest 2 or 3 from
shop.getsupernatural.com in the US and Canada qualifies you for ..."
Meta Avatars Update: The Devil’s in the Details,10-24-2023,/t5/Announcements/Meta-Avatars-Update-The-Devil-s-in-the-Details/ba-p/1096585,"Whether you’re in your Barbiecore era, channeling your inner mermaid, or
taking a page out of goth icon Wednesday Addams’s playbook, Halloween is
the perfect time to express yourself, reinvent your im..."
Video Goes Volumetric: Step Inside Henry Stauf’s Mansion in ‘The 7th Guest VR’,10-19-2023,/t5/Announcements/Video-Goes-Volumetric-Step-Inside-Henry-Stauf-s-Mansion-in-The/ba-p/1094865,"It’s been 30 years since The 7th Guest originally launched, helping to
usher in a new era of CD-ROM gaming. So it seems only fitting that
Vertigo Games is releasing The 7th Guest VR in Meta Quest 3’s ..."
What to Watch: October 2023 Highlights,10-19-2023,/t5/Announcements/What-to-Watch-October-2023-Highlights/ba-p/1094814,"From football and UFC Fight Pass to Halloween horror, Meta Quest is your
ticket to world-class entertainment from the comfort of home. Check out
our monthly What to Watch blog post for all the latest."
"Go Head-to-Head Online Against Rival QBs in ‘NFL PRO ERA II,’ Out Today on Meta Quest",10-19-2023,/t5/Announcements/Go-Head-to-Head-Online-Against-Rival-QBs-in-NFL-PRO-ERA-II-Out/ba-p/1094802,"t’s week seven in this year’s National Football League season, and if
you’re lucky, your favorite team might already be off to a strong start.
But no matter how well your team is doing right now, you ..."
Haunted Horizon: Celebrate Spooky Season in Meta Horizon Worlds,10-12-2023,/t5/Announcements/Haunted-Horizon-Celebrate-Spooky-Season-in-Meta-Horizon-Worlds/ba-p/1091636,"Spooky season is upon us, and Meta Horizon Worlds has you covered with
two brand-new Halloween-themed worlds from NBCUniversal, movie
marathons, and more. Check out our blog post for all the details."
Best on Quest 3: Devs Making the Most of Our Most Powerful Headset Yet,10-12-2023,/t5/Announcements/Best-on-Quest-3-Devs-Making-the-Most-of-Our-Most-Powerful/ba-p/1091534,"What do Red Matter 2, Espire 2, and The Walking Dead: Saints &amp; Sinners
have in common? They’re all part of our Best on Quest 3 program! We
interviewed the devs behind these newly upgraded titles to ge..."
Meta Quest 3: All the Games + Apps to Explore on Day One,10-12-2023,/t5/Announcements/Meta-Quest-3-All-the-Games-Apps-to-Explore-on-Day-One/ba-p/1091528,"Looking for games and updates to enjoy on Meta Quest 3? Look no further!
We’ve got you covered with our overview of the Quest 3 launch slate."
Shake Your Maracas in SEGA’s ‘Samba de Amigo: Virtual Party’,10-12-2023,/t5/Announcements/Shake-Your-Maracas-in-SEGA-s-Samba-de-Amigo-Virtual-Party/ba-p/1091511,"SEGA’s Samba de Amigo franchise has been entertaining people with its
vibrant blend of rhythm, action, and frantic fun since it first hit
arcades in December 1999. And today, it enters a new area with..."
PTC v59 Release Thread,10-11-2023,/t5/Announcements/PTC-v59-Release-Thread/ba-p/1090798,"Thanks everyone for all your feedback on our previous builds, several
bugs were identified in PTC v57 and the solutions for some have shipped,
while others are on the way! The Public Test Channel (PTC..."
Meta Monthly: September Recap,10-06-2023,/t5/Announcements/Meta-Monthly-September-Recap/ba-p/1088959,"The month of September was excitement all around for Meta’s Connect 2023
as well as a lot of other events sprinkled throughout the month. Read on
to see some of the highlights from not only the Connec..."
A Boundless Adventure: Co-Op RPG ‘Dungeons of Eternity’ is Out Today on Meta Quest 2 + Pro,10-05-2023,/t5/Announcements/A-Boundless-Adventure-Co-Op-RPG-Dungeons-of-Eternity-is-Out/ba-p/1088715,"Dungeons of Eternity is more than just a cool name for an action
RPG—it’s also a very succinct description of the game itself. It uses
procedural generation to assemble a new dungeon every time you pl..."
Encore: ‘Beat Saber’ Launches New Linkin Park x Mike Shinoda Music Pack,10-05-2023,/t5/Announcements/Encore-Beat-Saber-Launches-New-Linkin-Park-x-Mike-Shinoda-Music/ba-p/1088674,"Today, we’re thrilled to announce and launch Beat Saber’s Linkin Park x
Mike Shinoda Music Pack, featuring a new unreleased song from
singer/songwriter, producer, and Linkin Park co-founder Mike Shino..."
Developer Diary: Mortal Heroes & Warrior Followers in ‘Asgard’s Wrath 2’,10-05-2023,/t5/Announcements/Developer-Diary-Mortal-Heroes-amp-Warrior-Followers-in-Asgard-s/ba-p/1088670,"Go behind the scenes of Asgard’s Wrath 2 with Oculus Studios Senior
Producer Mari Kyle. In today’s Dev Diary, she gives us a deep dive on
the Mortal Heroes and Animal Warrior Followers that flesh out ..."
Quest 3 & Connect talks with our MVPs and the Meta team - Top 5 FAQs,10-04-2023,/t5/Announcements/Quest-3-amp-Connect-talks-with-our-MVPs-and-the-Meta-team-Top-5/ba-p/1088564,"Last week we held various events around Connect with our MVPs, one of
which was our weekly Walkabout Mini Golf game. This time, since it was
the Friday (or Saturday for some) of Connect week, we cente..."
